Período,Sección,Ciclo,Edad,Estatura (cm),Peso (kg),Signo del zodiaco,Sexo,Carrera,Tiempo de reacción,Juega videojuegos,Hace deporte,Color favorito,Talla de zapato,Talla de polo,Sistema operativo,Fecha de nacimiento,Indicaciones,,
2022-1,10,3,20,168,55,virgo,M,Bioingeniería,230,sí,no,Fucsia,40,S,,,FALSE,,
2022-1,8,5,21,172,72,cáncer,M,Ing. Ambiental,209,si,si,Azul,42.5,M,,,FALSE,,
2022-1,8,2,20,1.68,69,piscis,M,Ing. Industrial ,220,si,si,lila,39,M,,,FALSE,,
2022-1,8,4,20,182,70,Acuario,M,Ing. electrónica,,si,si,azul,43.5,M,,,FALSE,,
2022-1,8,3,18,176,74,Capricornio,M,Ing.Civil,142,si,si,Azul,42,L,,,FALSE,,
2022-1,8,3,17,169,59,Cáncer,M,Ing. Civil,170,si,si,verde,41 1/3,S,,,FALSE,,
2022-1,8,4,19, ,,Aries,M,Ciencia de la computación,359,si,no,negro,43,L,,,FALSE,,
2022-1,8,4,20,1.68,65,Leo,M,Ciencia de la computación,274,si,si,azul,40,M,,,FALSE,,
2022-1,8,5,20,1.86,70,Escorpio,M,Ing. Química ,104,Si,Si,azul,44,M,,,FALSE,,
2022-1,8,3,18,170,56,Capricornio,M,Ing. Industrial,240,Sí,Sí,Negro,40,L,,,FALSE,,
2022-1,8,5,19,1.72,64,Aries,mM,Ing.Industrial,238,Sí,Sí,Azul,42,S,,,FALSE,,
2022-1,8,5,19,1.73,56,Piscis,M,Ciencias de la computación,196,Si,Si,Azul,41,S,,,FALSE,,
2022-1,3,3,18,1.62,56,Piscis,F,Bioingeniería,47,no,si,amarillo,37,S,,,FALSE,,
2022-1,5,3,20,1.76,77,Desconocido,M,Bioingeniería,267,Sí,Sí,Blanco,42,M,,,FALSE,,
2022-1,11,2,19,1.60,57,Tauro,F,Ing. Industrial,254,no,Sí,Rojo,36,S,,,FALSE,,
2021-2,11,2,19,1.60,52,Capricornio,F,Ing. Industrial,247,no,si,Rojo,36,S,,,FALSE,,
2022-1,11,2,17,161,56,Leo,M,Ing. Industrial,247,NO,SI,Negro,40,S,,,FALSE,,
2022-1,5,3,18,162,67,Virgo,F,Bioingeniería ,261,no,no,Turquesa,39,M,,,FALSE,,
2022-1,8,2,19,172,61,Libra,M,Ing. Industrial,296,Si,Si,Azul noche,41,M,,,FALSE,,
2022-1,5,3,18,180,78,Virgo,M,Ing.mecatronica,288,si,si,Negro,44-45,M,,,FALSE,,
2021-1,10,3,22,156,50,Acuario,F,Ing.Ambiental,235,No,Si,Verde,36-37,S,,,FALSE,,
2022-1,8,3,17,156,53,Tauro,F,Ciencias de la computación,247,Sí,Sí,Celeste,37,S,,,FALSE,,
2022.1,5,5,19,172,71.29,Leo,M,Ing. Mecánica,276.6,No,No,Negro,42,L,,,FALSE,,
2022-1,8,3,18,173,70,Escorpio,M,Ciencias de la computación,263,Sí,Sí,Azul,43,XL,,,FALSE,,
2022-1,10,3,18,177,74,Virgo,M,Ing. Mecatronica,192,Si,si,Anaranjado atardecer,43,M,,,FALSE,,
2022-1,10,3,19,175,57,Acuario,M,Ing. Mecatrónica,219,Sí,Sí,Verde Oscuro,40,M,,,FALSE,,
2022-1,5,3,19,170,68,Capricornio,M,Ing. Química ,257,Sí,No,Azul,42,L,,,FALSE,,
2022-1,5,4,23,158,56,Piscis,F,Ciencias de la computación,321,no,si,Rojo,36,S,,,FALSE,,
2022-1,10,3,23,180,90,Geminis,M,Ing. Mecatrónica,213,Sí,No,Azul,46,XL,,,FALSE,,
2022-1,3,3,18,160,57,Capricornio,M,Bioingenieria,194,Si,No,Negro oscuro,42,S,,,FALSE,,
2022-1,5,5,18,178,55,Leo ,M,Ing Industrial ,219,Si,Si,Verde,42,M,,,FALSE,,
2022-1,8,2,18,1.58,54,Tauro,F,Ing Industrial ,,,,,37,S,,,FALSE,,
2022-1,11,2,20,151,50,Sagitario,F,Ing.Industrial,394,No,Si,Celeste,36,S,,,FALSE,,
2022-1,5,5,19,175,78,Géminis,M,Ingeniería civil,238,No,Sí,Blanco,43,M,,,FALSE,,
2022-1,8,6,19,171,62,Capricornio,M,Ingeniería Civil,336,Si,Si,Negro,41,S,,,FALSE,,
2022-1,3,2,19,1.57,56,Acuario,M,Ingenieria Industrial,,No,Si,Celetse,37,M,,,FALSE,,
2022-1,5,3,18,1.65,55,Escorpio,M,Ciencia de la computación,,No,No,Rojo,36,M,,,FALSE,,
2022-1,11,2,18,1.55,56,Piscis,,Ingeniería Industrial,315,Sí,No,Verde,38,S,,,FALSE,,
2022-1,3,5,18,164,57,Tauro,F,Bioingeniería,318,No,Si,Rojo,38,S,,,FALSE,,
2022-1,5,3,18,1.83,78,Virgo,M,Ingeneria de la Energia ,283,Si,Si,Azul,43,L,,,FALSE,,
2022-1,3,4,19,175,64,Tauro,F,Bioingeniería,263,si,si,negro,41,L,,,FALSE,,
2022-1,8,3,18,1.53,50,Libra,F,Ingeniería ambiental,259,No,No,Negro,36,S,,,FALSE,,
2022-1,11,2,19,1.69,56,virgo,M,Ingeniería Industrial,327,si,si,Negro,41,M,,,FALSE,,
2022-1,11,2,18,164,70,Sagitario,F,Ingeniería Industrial,239,No,Sí,Rosado,40,M,,,FALSE,,
2022-1,10,3,17,175,79,Aries,M,Ciencia de la computación,250,Si,No,Azul,42,M,,,FALSE,,
2022-1,11,2,18,172,65,Acuario,M,Ingenieria Industrial,276,No,Si,Negro,41,M,,,FALSE,,
2022-1,3,2,18,1.51,48,Aries,F,Ingenieria Industrial,,,,,,,,,FALSE,,
2022-1,3,3,19,190,91,Aries,M,Ingeniería Mecánica,254,Sí,Sí,Azul,45,L,,,FALSE,,
2022-1,3,3,18,166,66,Aries,M,Ing. Mecatrónica,222,Sí,Sí,Azul,41,M,,,FALSE,,
2022-1,11,2,17,157,55,Libra,F,Ingeniería Industrial,281,No,Si,Lila,38,S,,,FALSE,,
2022-1,3,7,21,1.75,80,Acuario,M,Ing. Mecánica,,Sí,Sí,Blanco,43,M,,,FALSE,,
2022-1,3,7,20,1.75,88,Aries,M,Ing. Mecánica,220,si,si,Azul,44,L,,,FALSE,,
2022-1,1,3,18,1.67,57,Sagitario,F,Ciencia de la Computacion ,,no,si,Negro,38,S,,,FALSE,,
2022-1,3,3,18,182,75,Cáncer,M,Ing. Mecatrónica,,sí,sí,verde,43,L,,,FALSE,,
2022-1,8,5,18,1.75,74,Géminis,M,Ing. Mecatrónica,229,Sí,No,Verde,43,M,,,FALSE,,
2022-1,8,3,17,,,Géminis,M,Ciencia de la Computación,216,Sí,No,blanco,41,M,,,FALSE,,
2022-1,5,3,28,165,94,Geminis,M,Ing. Industrial,245.6,Si,Si,Crema,42,L,,,FALSE,,
2022-1,9,3,19,1.84,75,Aries,M,Bioingenieria,312,Si,No,Verde,42,L,,,FALSE,,
2022-1,5,3,17,165,62,Aries,M,Ciencia de la Computacion,365,no,Si,Azul,42,S,,,FALSE,,
2022-1,5,4,20,1.68,54,Leo,M,Ingeniería Electrónica,326,Sí,No,Azul,40,M,,,FALSE,,
2022-1,8,2,18,1.53,,Virgo,F,Ing. Industrial,,,,,,,,,FALSE,,
2022-1,3,5,19,1.81,69,Cancer,M,Ing. Mecatrónica,228,Sí,Sí,Morado,45,M,,,FALSE,,
2022-1,2,6,23,164,55,Leo,F,Ingeniería Electrónica,261,Sí,Sí,Verde Limón,36,M,,,FALSE,,
2022-1,2,6,22,171,78,Leo,M,Ing. Mecatrónica,356,Sí,Sí,Verde Limón,44,M,,,FALSE,,
2022-1,3,6,20,1.72,63,Capricornio,M,Ciencia de Datos,187,SI,SI,Purpura,40,M,,,FALSE,,
2022-1,11,3,20,1.75,85,Sagitario,M,Ciencia de la Computacion,205,SI,NO,Rojo,41,M,,,FALSE,,
2022-1,11,2,18,1.58,57,Sagitario,F,Ing. Industrial,273,SI,SI,Verde ,37,M,,,FALSE,,
2022-1,11,2,17,1.67,69,Aries,M,Ing. Industrial,400,Sí,Sí,Celeste,42,M,,,FALSE,,
2022-1,11,2,18,1.5,,Sagitario,F,Ing. Industrial,,No,si,Negro,36,,,,FALSE,,
2022-1,11,2,19,155,,Escorpio,F,Ing. Industrial ,381,No,No,Negro,38,M,,,FALSE,,
2022-1,11,2,19,1.53,53,Libra,F,Ing. Industrial ,,No,No,Negro,37,S,,,FALSE,,
2022-1,11,2,18,1.58,60,Capricornio,F,Ing. Industrial,,Si,Si,Verde Jade,36,M,,,FALSE,,
2022-1,2,2,18,1.6,60,Capricornio,F,Ing. Industrial,271,No,No,Purpura,39,M,,,FALSE,,
2022-1,11,2,18,1.55,50,Escorpio,F,Ing. Industrial,277,No,No,Lila,36,S,,,FALSE,,
2022-1,11,2,18,1.65,63,Leo,F,Ing.Industrial,280,No,Si,Palo rosa,38,M,,,FALSE,,
2022-1,11,2,17,1.57,57,Geminis,M,Ing.Industrial,,No,No,Rojo,39,S,,,FALSE,,
2022-1,3,3,19,1.62,55,Piscis,F,Ing.Electrónica,448,No,No,Verde agua,,M,,,FALSE,,
2022-1,11,2,19,1.65,55,Cancer,M,Ing. Industrial,,No,No,,41,,,,FALSE,,
2022-1,11,2,19,157,60,Escorpio,F,Ing.Industrial,275,Si,No,Blanco,36,M,,,FALSE,,
2022-1,11,2,20,1.62,57,Tauro,F,Ing. Industrial,229,No,No,Negro,38,M,,,FALSE,,
2022-1,11,2,20,1.7,68,Piscis,M,Ing. Industrial,237,Si,Si,Azul,42,M,,,FALSE,,
2022-1,11,3,19,1.74,57,Virgo,M,Ing. Civil,487,No,No,Azul,42,L,,,FALSE,,
2022-1,8,5,18,1.7,68,Aries,M,Computer Science,487,Si,SI,Negro,42,L,,,FALSE,,
2022-1,3,5,19,1.68,65,Sagitario,M,Computer Science,265,Si,No,Cian,42,M,,,FALSE,,
2022-1,11,2,18,175,62,Piscis,M,Ing. Industrial,325,Si,Si,Verde,41,M,,,FALSE,,
2022-1,2,2,18,170,85,Sagitario,F,Ing. Industrial,296,No,No,Negro,39,L,,,FALSE,,
2022-1,2,2,20,154,53,Acuario,F,Ing. Industrial,229,No,No,Negro,37,S,,,FALSE,,
2022-1,10,3,18,157,50,Tauro,F,Ing.Ambiental,245,No,Si,Beige,36,M,,,FALSE,,
2022-1,5,3,18,1.68,66,Geminis,M,Computer Science,213,Si,Si,Negro,39,S,,,FALSE,,
2022-1,11,2,18,160,50,Aries,F,Ing. Industrial,290,No,Si,Rojo,35,S,,,FALSE,,
2022-1,6,3,17,180,65,Libra,M,Computer Science,263,Sí,Sí,Blanco,43,M,,,FALSE,,
2022-1,6,7,19,170,72,Aries,M,Ing. Mecanica,250,si,si,Azul,42,M,,,FALSE,,
2022-1,6,5,20,180,75,Virgo,M,Computer Science,215,si,si,Verde,44,M,,,FALSE,,
2022-1,5,4,19,176,76,Tauro,M,Bioingenieria,473,si,no,turquesa,42,L,,,FALSE,,
2022-1,4,3,18,170,65,Leo,M,Ing. Mecatronica,215,Si,Si,Naranja,43,M,,,FALSE,,
2022-1,10,3,20,160,56,cancer,M,Ing. Mecatronica,255,si,no,morado,39,S,,,FALSE,,
2022-1,5,5,21,1.69,70,Escorpio,M,Ing industrial ,277,si,si,Plomo,41,L,,,FALSE,,
2022-1,6,2,18,1.57,49,Piscis,F,Ing. Industrial,318,no,no,Blanco,36,S,,,FALSE,,
2022-1,5,3,19,1.57,60,Virgo,F,Ing. Química ,315,No,Si,Lila,38,M,,,FALSE,,
2022-1,11,2,18,170,68,Capricornio,M,Ing industrial ,352,no,si,Negro,43,L,,,FALSE,,
2022-1,2,5,20,1.75,70,Leo,M,Ing. Civil,262,sí,sí,Morado,44,M,,,FALSE,,
2022-1,6,4,19,1.65,67,Cancer,M,Computer Science,324,no,no,Azul,42,M,,,FALSE,,
2022-1,11,3,18,176,68,Capricornio,M,Ing. Mecatronica,168,Sí,sí,Azul,44,M,,,FALSE,,
2020-2,1,4,20,1.58,60,Leo,M,Ing. Civil,299,sí,sí,azul,39,M,,,FALSE,,
2022-1,1,3,17,1.65,79,Sagitario,M,Ing. Quimica,272,si,si,Verde,42,M,,,FALSE,,
2022-1,6,3,18,183,93,Acuario,M,Bioingeniería,221,Sí,No,Turquesa,43,XL,,,FALSE,,
2022-1,3,2,18,1.62,58,Piscis,M,Ing.Industrial,347,No,Si,Blanco,37,M,,,FALSE,,
2020-1,6,5,19,1.54,64,Leo,F,Ing. Industrial,279,si,no,rojo,37,M,,,FALSE,,
2022-1,11,2,17,160,60,Leo,M,Ing. Industrial,343,No,No,Negro,41,M,,,FALSE,,
2022-1,6,3,18,158,46,Capricornio,F,Computer Science,240,No,Si,Azul,36,S,,,FALSE,,
2022-1,4,5,19,175,59,Capricornio,F,Bioingenieria ,306,No,No,Azul,41,M,,,FALSE,,
2022-1,6,3,18,1.56,56,Piscis,F,Computer Science,268,Sí,Sí,Negro,38,S,,,FALSE,,
2022-1,2,7,21,170,80,Cancer,M,Ing. Mecanica,242,Sí,No,Rojo,41,L,,,FALSE,,
2021-1,3,3,18,167,69,Leo,M,Ing. Mecatronica,252,Sí,No,Negro,41,M,,,FALSE,,
2022-1,3,2,20,,,virgo,M,Computer Science,244,No,Si,Negro,43,M,,,FALSE,,
2019-2,5,6,25,162,72,Capricornio,M,Bioimgenieria,220,Si,Si,Turquesa,42,M,,,FALSE,,
2019-2,5,6,24,1.63,80,Capricornio,M,Ing.Electrónica,1907,Sí,Sí,Marrón ,42,XL,,,FALSE,,
2020-2,,4,24,1.59,63,Libra,M,Ing.Civil ,,NO,No,,40,M,,,FALSE,,
2022-1,9,6,20,1.59,,Capricornio,M,Computer Science,252,SI,SI,Azul,,,,,FALSE,,
2022-1,11,2,19,150,49,Aries,F,Ingeniería Industrial,271,si,no,Coral,36,S,,,FALSE,,
2022-1,11,2,18,157,51,Escorpio,F,Ingeniería Industrial,214,SI,SI,Rojo,38,S,,,FALSE,,
2022-1,6,4,20,168,55,Acuario,M,Ing. Mecanica,201,Si,Si,Verde,41,S,,,FALSE,,
2022-1,5,7,21,180,65,Piscis,M,Bioingeniería,198,Si,No,Azul,42.5,M,,,FALSE,,
2022-1,2,5,20,173,74,Piscis,M,Bioingeniería,242,No,Si,Gris,44,M,,,FALSE,,
2022-1,3,3,18,185,94,virgo,M,Computer Science,260,Si,Si,Azul,43,XL,,,FALSE,,
2022-1,5,3,18,,,Aries,F,Bioingeniería,247,Si,Si,Morado,36,S,,,FALSE,,
2022-1,6,3,18,163,55,Piscis,M,Bioingeniería,309,Si,Si,Rojo,39,M,,,FALSE,,
2022-1,11,2,25,174,65,Leo,M,Ing. de la energia,223,Si,No,Azul,41,M,,,FALSE,,
2022-1,9,3,19,156,60,Libra,F,Ing. de la energia,238,Si,Si,Negro,39,S,,,FALSE,,
2022-1,5,3,17,170,70,Tauro,M,Ciencias de la computación,240,si,si,azul,43,L,,,FALSE,,
2022-1,5,3,17,169,71,Sagitario,M,Ing. Química ,255,si,si,verde,39,M,,,FALSE,,
2022-1,5,3,18,164,83,Piscis,M,Computer Science,171,Si,No,Naranja,42,L,,,FALSE,,
2022-1,5,3,24,155,56,Libra,F,Ingenieria Industrial,202,no,si,blanco,36,S,,,FALSE,,
2022-1,5,7,21,166,64,Piscis,M,Ingenieria Ambiental,271,si,si,verde,39,M,,,FALSE,,
2022-1,5,2,21,151,70,Geminis,F,Ingenieria Industrial,270,si,si,Marrón ,37,M,,,FALSE,,
2022-1,5,3,18,171,54,Aries,M,Ingenieria Industrial,274,si,si,negro,41,S,,,FALSE,,
2022.1,2,3,22,171,50,Geminis,M,Ingenieria Quimica,283,no,no,Naranja,40,S,,,FALSE,,
2022-1,6,3,20,156,49,Libra,F,Bioingeniería,273,No,Si,Blanco,36,S,,,FALSE,,
2022-1,6,3,19,166,74,Escorpio,M,Computer Science,244,si,si,verde,42,M,,,FALSE,,
2022-1,6,4,20,164,75,Libra,M,Ingeniería Civil,,Sí,Sí,Azul,41,M,,,FALSE,,
2022-1,6,,19,162,50,Geminis,M,Ingeneria Industrial,,No,Si,Azul,38,S,,,FALSE,,
2022-1,6,3,20,165,50,Libra,M,Ingeniería Química,348,No,No,Verde,40,M,,,FALSE,,
2022-1,6,3,18,153,65,Tauro,F,Bioingeniería,,NO,Si,negro,36,M,,,FALSE,,
2022-1,5,3,18,160,45,virgo,F,Ingenieria Electrica,,No,No,negro,38,S,,,FALSE,,
2022-1,6,2,19,1.51,53,Cancer,F,Ingeniería Industrial,,no,si,negro,37,S,,,FALSE,,
2022-1,6,3,18,179,64,Leo,M,Ing. Mecánica,271,si,no,azul,42,M,,,FALSE,,
2022-1,6,3,18,170,75,Leo,M,Ciencias de la computación,259,si,si,negro,41,L,,,FALSE,,
2022-1,5,5,19,,,Geminis,F,Ciencias de la computación,212,Si,No,Verde Agua,39,M,,,FALSE,,
2022-1,2,7,22,166,58,Capricornio,M,Ingeniería Electrónica,257,Si,No,Negro,40.5,M,,,FALSE,,
2022-1,4,3,19,177,66,Leo,M,Bioingeniería,250,Sí,Sí,Turquesa,44,M,,,FALSE,,
2022-1,2,5,19,170,75,Leo ?,M,Computer Science,267,Si,Si,Negro,41,L,,,FALSE,,
2022-1,2,9,21,179,77,Libra,M,Bioingenieria,234,Si,Si,Azul,42,M,,,FALSE,,
2022-1,2,4,19,170,75,Acuario,M,Ingenieria Mecatronica,172,Si,Si,Verde,42.5,M,,,FALSE,,
2022-1,2,4,19,171,71,Piscis,M,Ingeniería Civil,261,Si,Si,Azul,41,M,,,FALSE,,
2022-1,2,4,21,173,62,Piscis,M,Ingeniería Civil,200,Si,Si,Azul,42,S,,,FALSE,,
2022-1,2,4,21,173,60,Piscis,M,Ingeniería Civil,243,Si,Si,Rojo,42,S,,,FALSE,,
2020-2,5,4,23,163,55,Libra,M,Ingenieria Civil,249,SI,SI,AZUL,40,S,,,FALSE,,
2022-1,2,4,21,178,75,Cancer,M,Ingenieria Mecánica,254,Si,Si,Negro,42,L,,,FALSE,,
2022-1,2,4,26,180,80,Libra,M,Bioingenieria,250,SI,SI,AZUL,44,L,,,FALSE,,
,,,53,180,,Aries,M,,269,Sí,No,Verde,11,XXL,,,FALSE,,
2022-1,2,5,21,180,78,Leo,M,Bioingeniería,237,SI,Si,Celeste,43,L,,,FALSE,,
2022-1,4,5,19,156,51,Tauro,F,Bioingeniería,262,No,Si,Azul,37,S,,,FALSE,,
2022-1,4,3,18,155,,Virgo,F,Ingeniería Mecatrónica,,No,Si,Beige,,S,,,FALSE,,
2022-1,2,6,22,163,60,Virgo,M,Ingeniería Ambiental,254,Sí,Sí,Azul,39,S,,,FALSE,,
2022-1,4,7,22,163,,Virgo,M,Computer Science,177,Sí,No,Amarillo,40,S,,,FALSE,,
,2,4,20,162,,,,,,,,,,,,,FALSE,,
2022-1,4,3,18,160,,Escorpio,F,Bioingenieria,249,Si,Si,Azul,38,M,,,FALSE,,
2020-2,2,4,19,174,72,Acuario,M,Ingeniería Mecánica,259,Sí,Sí,Verde,41,M,,,FALSE,,
2022-1,2,4,19,173,63,Leo,M,Computer Science,250,Sí,Sí,Rojo,42,M,,,FALSE,,
2022-1,2,3,20,180,,,M,Ingeniería Industrial,,No,No,Azul,45,L,,,FALSE,,
2022-1,2,3,18,160,49,Geminis,F,Bioingenieria,252,Sí,Si,Azul,36,,,,FALSE,,
2022-1,4,2,19,175,65,sagitario,M,ingenieria industrial,273,No,Sí,Rojo,40,M,,,FALSE,,
2022-1,4,5,19,173,63,Geminis,M,Ingenieria Civil,,Si,Si,Rojo,42,M,,,FALSE,,
2022-1,2,3,22,169,59,Piscis,M,Ingeniería Industrial,362,Sí,No,Plomo,38,S,,,FALSE,,
2022-1,4,3,19,174,60,Virgo,M,Ingeniería Mecatrónica,229,Sí,Sí,Azul,41,S,,,FALSE,,
2022-1,4,3,19,173,53,Acuario,M,Ingeniería Mecatrónica,241,Si,Si,Negro,41,M,,,FALSE,,
2022-1,4,3,18,159,60,Virgo,F,Bioingeniería,,No,Sí,Azul,36,M,,,FALSE,,
2022-1,2,2,19,1.59,55,virgo,F,Ingeniería Industrial,,No,No,verde,37,M,,,FALSE,,
2022-1,1,3,18,185,82,Tauro,M,Ingeniería Química,247,Sí,No,Negro,44,L,,,FALSE,,
2022-1,2,4,22,165,75,Cancer,F,Ciencia de la Computación,422,Sí,Sí,Rosado,38,,,,FALSE,,
2022-1,1,3,18,174,80,Libra,F,Bioingeniería,282,No,Si,Vino,39,M,,,FALSE,,
2022-1,6,3,18,168,70,Sagitario,M,Ciencia de la Computación,290,Si,Si,Rojo,43,S,,,FALSE,,
2022-1,4,5,18,173,75,Libra,M,Ingenieria Mecatronica,217,Si,Si,Rojo,45,L,,,FALSE,,
2021-1,9,3,18,155,50,Acuario,F,Ingeniería Mecatrónica,240,Sí ,No,Purpura,36,S,,,FALSE,,
2021-1,9,3,18,161,43,Capricornio,F,Ingenieria Industrial,248,Sí ,Sí,Gris,38,XS,,,FALSE,,
2022-1,4,3,18,160,65,,M,Ingeniería Civil,194,No,Si,Verde claro,41,M,,,FALSE,,
2022-1,9,3,19,170,80,Sagitario,M,Ingenieria Mecatronica,239,SI,No,Azul,44,L,,,FALSE,,
2022-1,4,5,20,169,62,Sagitario,M,Ingeniería Mecánica,261,Sí,Sí,Azul,41,S,,,FALSE,,
2022-1,9,3,19,170,82,Tauro,M,Ciencia de la Computación,,Sí,No,Rojo,,,,,FALSE,,
2022-1,4,3,19,179,68,Capricornio,M,Ingeniería Mecatrónica,231,Sí,Sí,Negro,43,M,,,FALSE,,
2022-1,9,3,18,158,50,sagitario,F,Bioingenieria,168,Sí,Sí,Lila,36,S,,,FALSE,,
2022-1,11,2,20,1.75,70,Capricornio,M,Ingenieria Industrial ,,Sí,Sí,Verde,,,,,FALSE,,
2022-1,4,3,19,1.54,,Virgo,F,Ing. Industrial,372,No,Sí,Celeste,36,S,,,FALSE,,
2022-1,11,2,16,1.62,55,leo,M,Ingeneria Industrial,"302,4",Si,Si,Blanco,39,M,,,FALSE,,
2022-1,4,5,20,1.67,65,leo,M,Ing. Mecatrónica,,Si,Si,Azul,39,M,,,FALSE,,
2022-1,9,2,19,162,59,Tauro,M,Ingeniería Industrial,245,No,No,Verde,39,M,,,FALSE,,
2022-1,9,3,18,169,,Escorpio,F,Ingienería Industrial,232.88,Sí,Sí,Verde,,,,,FALSE,,
,8,6,22,180,81,Libra,,Ciencia de la Computación,,si,si,verde,40,,,,FALSE,,
2022-1,9,2,18,1.58,50,Tauro,F,Ingeniería mecánica,280,No,Si,Plomo,38,M,,,FALSE,,
2022-1,4,3,18,1.6,56,Tauro,F,Bioingeniería,213,No,Si,Rojo,37,M,,,FALSE,,
2022-1,9,3,18,165,58,Acuario,F,Ingeniería Industrial,238,Si,Si,Verde,38,M,,,FALSE,,
2022-1,10,3,18,179,64,Tauro,M,Ingenieria Ambiental,243,Si,Si,Azul,42,S,,,FALSE,,
2022-1,10,3,19,168,74,Piscis,M,Ciencia de la Computación,247,Si,Si,Rojo,42,L,,,FALSE,,
2022-1,10,3,18,161,66,Piscis,M,Ingeniería Industrial,223,Sí,Sí,Cian,41,S,,,FALSE,,
2022-1,10,3,18,173,60,Capricornio,F,Ingeniería Ambiental,264,No,Si,Morado,39,M,,,FALSE,,
2022-1,10,3,18,175,,Sagitario,M,Ingeniería Ambiental,230,No,Si,Negro,45,M,,,FALSE,,
2022-1,8,5,21,168,64,Piscis,M,Ciencias de la Computacion,224,Si,Si,Azul,42,M,,,FALSE,,
2022-1,10,5,19,165,67,Cancer,F,Bioingenieria,240.8,Si,Si,Azul,40,M,,,FALSE,,
2022-1,10,3,17,173,56,Cancer,M,Ingeniería Industrial,289.8,Si,Si,Azul,41,S,,,FALSE,,
2022-1,10,3,17,153,47,Aries,F,Ingeniería ambiental,326,No,Sí,Negro,36,S,,,FALSE,,
2020-2,10,4,19,170,58,Tauro,M,Ciencias de la Computacion,375,No,si,Negro,39,,,,FALSE,,
2022-1,10,3,18,157,49,Acuario,F,Ingeniería ambiental,350,Sí,Sí,Negro,38,S,,,FALSE,,
2022-1,10,5,19,175,72,Geminis,M,Ingeniería ambiental,227,Si,Si,Azul,43,S,,,FALSE,,
2022-1,10,5,19,168,67,Tauro,M,Ingenieria Industrial,241.2,si,si,Verde,41,M,,,FALSE,,
2022-1,10,3,18,182,75,Sagitario,M,Ingeniería Electrónica,245,si,si,Azul,44,L,,,FALSE,,
2022-1,10,2,18,164,62,Escorpio,F,Ingenieria industrial,297,si,si,rosado,,,,,FALSE,,
2022-1,10,3,19,1.6,59,Tauro,M,Ingeniería Mecatrónica,334,no,sí,Verde,41,S,,,FALSE,,
2022-1,10,6,19,1.82,84,Aries,M,Ingenieria Electronica ,68,si,si,Rojo,44,L,,,FALSE,,
2022-1,10,4,20,168,73,Cáncer,M,Ingenieria Mecatronica,203.8,Sí,Sí,Azul,43,L,,,FALSE,,
2022-1,10,5,19,170,68,Escorpio,M,Ingenieria Industrial,265,Si,Si,Negro,42,S,,,FALSE,,
2021-1,10,3,20,173,78,Virgo,M,Ingenieria Mecatronica,269,Si,Si,Plomo,45,L,,,FALSE,,
2022-1,10,3,18,160,50,Acuario,F,Ingenieria Ambiental,313,no,no,morado,37,S,,,FALSE,,
2021-1,10,3,21,160,55,Picis,F,Ingenieria Ambiental,,Si,Si,violeta,37,S,,,FALSE,,
2022-1,10,3,18,165,65,Escorpio,M,Ingenieria Industrial,230,Si,Si,Verde militar,42,S,,,FALSE,,
2022-1,9,2,18,150,43,Cancer,F,Ingenieria Industrial,263,no,Si,Negro,36,S,,,FALSE,,
2022-1,10,7,20,177,73,Cáncer,M,Ingeniería Mecatrónica,230,sí,sí,Rojo,42,L,,,FALSE,,
2022-1,10,3,17,175,64,Cancer,M,Ciencias de la Computacion,210,si,si,azul,42,M,,,FALSE,,
2022-1,10,4,20,168,57,Capricornio,M,Ingeneria Civil,963,si,si,azul metalico,41,M,,,FALSE,,
2020-1,10,4,21,170,58,picis,M,Ingenirieria mecanica,255,no,si,negro,40,M,,,FALSE,,
2022-1,10,4,18,160,59,cáncer,F,Ingenirería Industrial,356,no,no,verde agua,38,M,,,FALSE,,
2022-1,2,2,20,1.55,62,acuario,F,Ingenirería Industrial,,No,Sí,Morado,38,M,,,FALSE,,
2022-1,9,2,17,160,,Capricornio,M,Ingenieria Industrial,446,No,No,,40,,,,FALSE,,
2022-1,11,2,23,161,60,Libra,F,Ingenieria Industrial,225,No,Si,Azul,37,S,,,FALSE,,
2022-1,10,3,18,180,60,Leo,M,Ciencias de la Computación,260,Sí,Sí,Rojo,,S,,,FALSE,,
2022-1,10,3,20,178,70,aries ,M,Ingeniería Industrial ,,Si,Si,Verde,42,L,,,FALSE,,
2022-1,9,3,18,175,76,Virgo,M,Ingeniería Civil,338,si,si,Verde,43,M,,,FALSE,,
2022-1,9,2,18,157,59,Acuario,F,Ingeniería Industrial ,251,No,No,Rosado,36,M,,,FALSE,,
2022-1,8,4,19,169,78,Cáncer,M,Ingeniería Electronica,286,si,si,Negro,42,L,,,FALSE,,
2022-1,8,6,25,172,75,tauro,M,Ingeniería Química,259,Si,Si,Negro,42,L,,,FALSE,,
2022-1,8,3,17,1.76,64,Capricornio,M,Ciencias de la Computacion,256,SI,SI,verde,42,M,,,FALSE,,
2022-1,8,2,17,160,53,Leo,F,Ingenieria Industrial,413,No,No,Rosado,37,S,,,FALSE,,
2021-1,8,3,18,170,70,tauro,M,ingenieria mecatronica,287,No,si,gris,41,M,,,FALSE,,
2021-1,11,2,19,154,55,Capricornio,F,Ingenieria Industrial,353,No,Si,Azul,36,S,,,FALSE,,
,9,3,18,1.7,80,Sagitario,M,Bioingeniería,250,Sí,No,Negro,42,M,,,FALSE,,
